sleep_hours,parental_education_level,parental_education_binary,exam_score
5.9,Bachelor,high,100
7,Master,high,91
7.9,Bachelor,high,75
5.2,High School,low,86
7.4,Bachelor,high,85
10.2,Bachelor,high,98
6.2,High School,low,100
6.6,Master,high,74
4.8,Master,high,82
6.3,High School,low,76
6.6,Master,high,93
6.9,Bachelor,high,82
6.6,Master,high,96
6.3,Master,high,64
8.9,High School,low,75
5.1,Bachelor,high,84
7.1,Bachelor,high,65
5.6,High School,low,61
8.7,Master,high,67
8.1,Master,high,100
6.5,High School,low,100
6.6,High School,low,88
5.8,Bachelor,high,91
8.7,Bachelor,high,93
7.9,Bachelor,high,83
6.8,High School,low,86
7.4,High School,low,93
8.5,High School,low,100
6.3,Master,high,100
7.2,High School,low,94
4.1,High School,low,90
4.4,Bachelor,high,100
8.9,High School,low,78
7.4,Master,high,70
6.9,High School,low,90
6.9,Bachelor,high,94
7,High School,low,98
9,High School,low,93
7,Bachelor,high,96
5.1,High School,low,93
5.8,Bachelor,high,86
6.6,High School,low,96
4.2,High School,low,100
6.9,Master,high,85
8.6,High School,low,88
6.4,Master,high,91
4.4,High School,low,67
10.1,Master,high,100
7.3,Bachelor,high,100
8.2,High School,low,100
6.1,Master,high,62
8.4,Bachelor,high,99
5.9,Master,high,100
7.8,Master,high,94
8.3,Master,high,100
8.2,Master,high,81
6,Master,high,61
6,Master,high,87
6.7,Master,high,94
7.3,Bachelor,high,95
8.2,Master,high,81
6.2,Master,high,100
8.9,Bachelor,high,78
5.7,Master,high,98
7.9,Bachelor,high,100
6.5,Bachelor,high,83
6.4,Bachelor,high,100
8,High School,low,74
8.2,Master,high,94
5.8,High School,low,93
5,Bachelor,high,84
4.5,Bachelor,high,92
6.3,Master,high,77
7.6,Bachelor,high,74
7.3,Master,high,100
5.5,Bachelor,high,95
8.9,Bachelor,high,100
8.8,High School,low,77
8.1,Master,high,97
4.8,High School,low,83
6.5,Bachelor,high,81
6.4,High School,low,96
5.6,High School,low,62
7.2,Master,high,100
7.1,High School,low,98
8.7,Bachelor,high,98
5.3,High School,low,93
8.7,Bachelor,high,75
6.6,Master,high,96
10.1,Bachelor,high,99
9.3,Bachelor,high,95
4.4,Bachelor,high,90
5.8,Bachelor,high,75
8,High School,low,91
6.8,High School,low,97
6.2,High School,low,62
4.4,Bachelor,high,100
5.7,High School,low,86
10,Bachelor,high,96
4,Master,high,80
6.4,Bachelor,high,87
7.1,Bachelor,high,99
5.7,Bachelor,high,90
6.2,Master,high,88
6.9,Bachelor,high,94
5.7,Master,high,85
7.3,Bachelor,high,100
4.8,Bachelor,high,95
7.4,Master,high,97
7.3,Master,high,100
8.7,Master,high,80
9.2,High School,low,95
5.3,High School,low,82
6.2,Bachelor,high,100
8.7,Master,high,72
7,Master,high,89
7.7,Bachelor,high,100
8.4,Master,high,93
10.4,Bachelor,high,100
6,Master,high,100
6.7,High School,low,100
8.2,Bachelor,high,91
8,High School,low,92
5.7,High School,low,82
6.1,Bachelor,high,94
6.2,Master,high,92
8.1,Bachelor,high,93
6.3,High School,low,76
6.3,Bachelor,high,69
8.2,Master,high,89
4.7,High School,low,62
8.4,High School,low,75
8.1,High School,low,84
7.7,Master,high,67
8.5,High School,low,100
6.3,High School,low,100
5,Master,high,69
9.1,High School,low,91
7.4,Master,high,100
7.8,High School,low,100
6.9,Bachelor,high,100
8.7,Bachelor,high,89
8,Bachelor,high,88
10.9,Master,high,100
5.3,High School,low,69
5.3,Master,high,94
7,Bachelor,high,95
6.7,Bachelor,high,87
12,High School,low,100
7,High School,low,92
7,Bachelor,high,80
7.7,Master,high,100
6.8,High School,low,100
6.4,Master,high,94
8.4,Bachelor,high,81
8.8,Master,high,100
4,High School,low,57
4.6,Master,high,100
7.7,Master,high,100
6.9,High School,low,85
7.6,High School,low,98
7.7,Master,high,100
6.8,Bachelor,high,90
6.1,Master,high,69
7.9,Master,high,100
6,High School,low,74
5.4,Master,high,100
7.8,High School,low,100
5.3,Bachelor,high,89
6.7,High School,low,100
5.7,Bachelor,high,70
9.1,Bachelor,high,94
8.1,High School,low,78
5.9,Bachelor,high,59
7.8,Bachelor,high,100
9.6,Bachelor,high,95
4.3,High School,low,99
10.3,Bachelor,high,91
4,High School,low,70
6.5,High School,low,99
8.1,Bachelor,high,86
7.6,Master,high,98
8.8,Master,high,100
7.6,Bachelor,high,74
7.6,High School,low,89
8.7,Master,high,95
5.6,Bachelor,high,88
11,High School,low,100
6.4,Bachelor,high,83
9.5,Master,high,93
8.8,Master,high,89
5.8,High School,low,90
5.9,Bachelor,high,95
4,Bachelor,high,92
7.6,Master,high,98
4,Master,high,94
11,High School,low,92
6.7,Bachelor,high,90
5.6,High School,low,64
8.6,Bachelor,high,100
6.8,Master,high,100
7.1,Bachelor,high,98
7.3,Master,high,100
7.9,High School,low,93
6.6,High School,low,72
7.8,High School,low,90
7.7,Bachelor,high,80
5.2,Master,high,84
8.6,Bachelor,high,98
6.4,High School,low,98
5.3,Master,high,76
5,Master,high,97
7.5,High School,low,98
7,Master,high,67
5.3,Master,high,100
7.2,Bachelor,high,81
8.5,Bachelor,high,100
6.2,Master,high,96
8.5,Master,high,100
7.1,Master,high,100
7.8,Master,high,83
11.3,High School,low,100
8.4,Master,high,67
5.3,Master,high,91
6.4,Bachelor,high,100
8.6,Master,high,76
7.5,Master,high,69
8.8,Master,high,94
4.7,Bachelor,high,100
8.1,High School,low,70
5.2,Master,high,95
5,Bachelor,high,77
4.2,Bachelor,high,71
8.4,High School,low,90
5.1,Master,high,85
6.6,Master,high,82
5.9,High School,low,97
8.9,Master,high,99
7.9,High School,low,93
6.8,Bachelor,high,94
9.4,Master,high,92
4.4,Master,high,90
7.1,Bachelor,high,90
5.5,Master,high,36
7.2,Bachelor,high,99
6.2,High School,low,70
7.7,Master,high,98
8,Master,high,96
7.7,High School,low,94
7.2,Bachelor,high,96
9.1,Master,high,82
6.4,High School,low,82
6.1,Master,high,86
6.9,High School,low,97
6.5,High School,low,93
7,High School,low,100
5.3,Bachelor,high,93
7.1,High School,low,100
8.3,Bachelor,high,63
6.1,High School,low,95
9.1,Master,high,92
9.3,Bachelor,high,100
8.4,Master,high,88
6.3,Bachelor,high,83
6.3,Bachelor,high,96
6.6,Bachelor,high,68
4.1,Master,high,89
5,Bachelor,high,65
6,Bachelor,high,89
8.7,Master,high,80
7.5,Master,high,82
6.3,High School,low,97
7.8,High School,low,96
9.2,High School,low,96
6.5,Master,high,95
5.3,High School,low,82
6.5,High School,low,100
8.4,Master,high,78
9.6,High School,low,100
6.3,Master,high,94
7.2,High School,low,97
9.2,Bachelor,high,87
6.4,Bachelor,high,100
9.7,Bachelor,high,92
4.1,High School,low,100
5.3,High School,low,59
9,High School,low,100
6.8,Bachelor,high,100
7.6,High School,low,98
7.8,Bachelor,high,95
5.9,Master,high,79
9.1,High School,low,100
7.2,High School,low,73
8.2,High School,low,79
5.4,High School,low,88
8.3,High School,low,100
8.3,High School,low,100
8.9,High School,low,100
7.8,Master,high,100
4.9,High School,low,66
7.9,High School,low,96
6.5,Master,high,100
8.9,Master,high,91
6.7,Master,high,100
6.6,High School,low,79
7.4,Bachelor,high,69
6,High School,low,84
4,Master,high,71
6.1,Bachelor,high,94
6,Bachelor,high,61
9,High School,low,100
9.2,Bachelor,high,90
6.5,Master,high,94
7.4,Bachelor,high,100
7.3,Master,high,100
5.4,High School,low,72
8.5,High School,low,98
7.6,Master,high,85
6.5,Bachelor,high,89
8.3,Master,high,100
5.6,Bachelor,high,100
11.3,Master,high,100
6.5,High School,low,100
7.4,High School,low,100
6.8,High School,low,98
4.1,Master,high,53
6.4,High School,low,75
7.3,Bachelor,high,84
6.2,High School,low,74
6.9,Master,high,95
5.4,Bachelor,high,72
7.1,Master,high,65
7.1,Bachelor,high,84
6.6,Bachelor,high,85
9.2,High School,low,73
8.3,Master,high,69
6.6,High School,low,100
5.5,Bachelor,high,74
6.3,Bachelor,high,66
7.4,Master,high,100
7.7,Master,high,94
5.9,Master,high,96
7,Bachelor,high,100
8.3,Bachelor,high,75
5.9,High School,low,100
7.7,High School,low,95
5.9,Master,high,100
4,Bachelor,high,100
5.6,High School,low,85
7,Bachelor,high,98
9.5,Bachelor,high,100
8.1,Master,high,88
8.2,Master,high,89
5.6,Bachelor,high,100
7.3,High School,low,72
8.3,Master,high,99
6.5,High School,low,96
4.8,Bachelor,high,77
7.6,Bachelor,high,100
6.6,Master,high,90
7.6,High School,low,96
6,Master,high,87
4.4,High School,low,89
6.7,Bachelor,high,85
5,High School,low,100
10.5,Bachelor,high,95
6.7,Master,high,92
6.8,Master,high,100
5.5,Bachelor,high,95
6.4,Master,high,89
5.6,High School,low,100
5.2,High School,low,89
8.2,High School,low,72
6.3,Bachelor,high,98
7.3,Bachelor,high,100
7.1,Bachelor,high,93
6.9,Master,high,100
5.4,Master,high,100
6.8,High School,low,98
7.4,Bachelor,high,100
8.7,Master,high,80
4.7,Bachelor,high,92
6.8,High School,low,82
8.9,High School,low,100
5.7,High School,low,95
7.4,Bachelor,high,93
7.2,High School,low,81
8.2,Bachelor,high,100
6.2,Master,high,96
8.3,High School,low,98
6.6,Bachelor,high,94
7.8,High School,low,85
6.6,High School,low,78
5.8,High School,low,85
5,High School,low,96
7.3,Master,high,100
5.7,Master,high,87
5.3,Bachelor,high,58
6.1,Master,high,93
6.9,Bachelor,high,90
6.6,Master,high,100
5.6,High School,low,54
8.9,High School,low,80
5.3,Bachelor,high,93
8.3,Master,high,72
6.2,Master,high,100
9,Bachelor,high,100
7,Master,high,98
6.2,Master,high,85
4.2,High School,low,89
6.5,High School,low,94
6.4,Bachelor,high,86
8.3,Bachelor,high,88
7.8,Master,high,68
6.4,Bachelor,high,89
5.7,Bachelor,high,72
9.2,Bachelor,high,100
8,Bachelor,high,73
6.3,Master,high,100
7.5,Bachelor,high,75
5.4,Bachelor,high,89
7.6,Master,high,97
6,High School,low,100
7.6,Master,high,58
6.9,Bachelor,high,80
4.5,High School,low,100
7,High School,low,87
6.1,Master,high,82
6.1,Bachelor,high,96
8.2,Master,high,83
6.3,Master,high,100
5.2,Master,high,64
7.5,Bachelor,high,97
7.3,Master,high,100
5.9,High School,low,96
6.3,Master,high,75
5.1,High School,low,83
6.8,Master,high,91
7,Master,high,95
6.2,Master,high,100
8.3,High School,low,93
7.3,Bachelor,high,87
7.6,High School,low,91
8.6,High School,low,78
6.2,Bachelor,high,98
8.1,Master,high,71
8.9,Master,high,100
7.5,Master,high,99
7.5,Bachelor,high,89
6.5,Master,high,100
7.9,Master,high,86
6.3,Master,high,77
5.3,High School,low,69
8.9,High School,low,75
4,Master,high,70
7.1,High School,low,100
5.2,Bachelor,high,100
7.3,High School,low,100
4.6,High School,low,95
7.3,Master,high,93
5.4,Bachelor,high,67
7.2,High School,low,80
5.9,Bachelor,high,89
7.3,Master,high,82
7.5,Master,high,96
6.8,High School,low,52
5.7,High School,low,63
7.7,Bachelor,high,77
4.9,Bachelor,high,100
6.2,Bachelor,high,89
6.4,Master,high,77
7.7,Bachelor,high,100
6.7,Master,high,100
8.2,Master,high,100
10.1,Master,high,88
6.6,Bachelor,high,81
6.2,Master,high,91
9.7,Master,high,100
4.1,High School,low,100
7.9,Master,high,75
6.1,High School,low,96
6.3,Bachelor,high,91
7,High School,low,93
5.8,High School,low,89
6.3,Master,high,61
5.9,Bachelor,high,100
6.7,Master,high,84
9,Bachelor,high,100
6.8,Master,high,100
8.1,Master,high,83
7.1,High School,low,96
7.4,Master,high,100
5.7,High School,low,100
6.3,Master,high,86
5.7,Bachelor,high,88
4.4,Master,high,97
5.9,Master,high,82
7.8,Bachelor,high,92
9.7,Bachelor,high,99
6.2,Bachelor,high,96
6.6,Master,high,100
6.9,Master,high,100
7.1,High School,low,90
7.6,Master,high,96
7.4,Master,high,67
8.5,High School,low,84
6.5,High School,low,100
9.5,High School,low,62
7.7,Bachelor,high,95
7.6,High School,low,92
9.4,Bachelor,high,98
6.3,Master,high,70
4.7,High School,low,96
9.7,High School,low,100
7.1,Bachelor,high,98
5.8,High School,low,100
7.2,High School,low,96
5.3,High School,low,83
9.1,High School,low,89
9.3,Master,high,87
6.5,Master,high,98
5.8,Master,high,76
4.6,Bachelor,high,100
6.2,Master,high,72
8.9,High School,low,88
8.5,Bachelor,high,81
6.8,Bachelor,high,100
7.9,High School,low,100
6.7,High School,low,100
5.2,Bachelor,high,99
4.9,Bachelor,high,95
4.4,High School,low,84
8,High School,low,76
5,High School,low,66
7.3,High School,low,100
5.6,Master,high,95
7.5,High School,low,96
9.6,High School,low,100
7.6,Master,high,99
6.5,Master,high,93
6.6,High School,low,100
8.8,Master,high,100
5.7,High School,low,75
7.1,Bachelor,high,99
7.6,Bachelor,high,94
7.3,Bachelor,high,96
7.1,Bachelor,high,100
5.2,Master,high,86
4,Bachelor,high,88
4.9,Bachelor,high,72
5.6,High School,low,82
5.2,Master,high,99
7.6,High School,low,98
9.8,Bachelor,high,58
6.8,Bachelor,high,82
6.3,Master,high,75
8,Master,high,94
8.6,Bachelor,high,79
6.2,Master,high,75
6.8,Master,high,65
5.5,Bachelor,high,97
9.1,Master,high,68
7.4,Master,high,97
7.7,Bachelor,high,100
5.8,High School,low,90
7.9,Bachelor,high,62
6.4,High School,low,93
8.6,High School,low,91
5.9,High School,low,100
6.1,Master,high,100
6,High School,low,73
7.5,Bachelor,high,83
7,High School,low,78
9.8,Bachelor,high,79
8.9,Bachelor,high,85
6.3,Bachelor,high,97
5.5,Master,high,69
4,Master,high,81
7.7,Master,high,100
7.5,Bachelor,high,66
6.3,Master,high,100
6.3,Bachelor,high,94
7.6,High School,low,95
6.3,Bachelor,high,67
7.6,High School,low,100
6.5,High School,low,76
6.9,Bachelor,high,74
6.2,Bachelor,high,100
7.4,Bachelor,high,100
9.2,Bachelor,high,83
7,Master,high,80
6.1,High School,low,100
6.3,Master,high,100
8.2,Master,high,80
7.4,Bachelor,high,71
6.5,Master,high,96
4.7,Master,high,77
6.1,High School,low,98
6.9,Master,high,94
10.5,Master,high,67
9.9,Bachelor,high,100
7.2,High School,low,96
6.8,High School,low,88
6.2,Master,high,61
5.9,Master,high,99
9.4,High School,low,100
7.2,High School,low,94
8.5,Bachelor,high,94
6.8,High School,low,61
7.4,Bachelor,high,92
6.8,Bachelor,high,77
9.2,Master,high,94
6.3,High School,low,83
6.8,Master,high,86
7.6,Master,high,77
9.7,High School,low,100
4,Bachelor,high,83
7.2,High School,low,100
9.2,Master,high,98
8.8,Bachelor,high,100
7.5,High School,low,90
5.8,High School,low,59
8.5,Master,high,100
8.5,High School,low,100
7.4,Master,high,92
7.7,High School,low,74
7.5,Bachelor,high,90
7.5,High School,low,100
8.1,High School,low,98
8.6,High School,low,95
6.7,Master,high,79
9.6,Bachelor,high,97
7.3,Bachelor,high,73
6.9,Bachelor,high,100
5.3,High School,low,71
7.2,Bachelor,high,100
4,High School,low,100
5.6,Master,high,95
6.3,Bachelor,high,98
7.9,Bachelor,high,96
5.6,Bachelor,high,87
5.6,Bachelor,high,98
10.9,High School,low,71
6.2,High School,low,86
8.1,Bachelor,high,100
10.3,Master,high,59
4,Master,high,67
8.5,Bachelor,high,94
6.9,Bachelor,high,94
5.3,Bachelor,high,99
9.5,Master,high,100
6.1,Master,high,66
7.9,Bachelor,high,67
6.7,High School,low,100
7.2,High School,low,86
5.8,High School,low,97
7.8,Master,high,76
7.9,Bachelor,high,100
5.6,High School,low,100
6.7,Master,high,100
7,High School,low,91
8.3,Bachelor,high,94
7.2,Master,high,95
9.9,High School,low,100
5.5,Master,high,92
6.1,Bachelor,high,66
7.1,Master,high,92
6.1,Master,high,98
7.4,High School,low,89
9.3,Master,high,69
9.9,Bachelor,high,100
7.6,High School,low,93
6.8,High School,low,78
5.3,Master,high,98
7.4,Master,high,92
5.5,High School,low,86
8.7,Bachelor,high,100
7.9,Bachelor,high,85
5.4,Master,high,82
7.6,High School,low,91
7.7,Bachelor,high,93
5.6,Master,high,87
8.9,Master,high,81
7.7,High School,low,99
7,Bachelor,high,97
5.2,High School,low,82
6.1,Bachelor,high,100
5,Master,high,100
9.1,Master,high,71
5.8,Bachelor,high,98
4,High School,low,91
8.2,High School,low,77
6,Bachelor,high,83
6.5,Master,high,98
9.4,High School,low,94
8.3,Master,high,88
7.4,Bachelor,high,84
7.3,Master,high,72
8.2,Bachelor,high,100
7.4,Bachelor,high,90
7.7,Bachelor,high,99
6.5,High School,low,79
6.2,Bachelor,high,75
8.7,Bachelor,high,100
5.5,Bachelor,high,94
6.7,Master,high,87
5.9,High School,low,90
6.6,High School,low,100
6.9,High School,low,97
7.4,High School,low,88
8.8,High School,low,94
6.3,Master,high,100
10.2,Bachelor,high,100
9.1,High School,low,93
7.4,Bachelor,high,75
9.5,Bachelor,high,93
5,High School,low,91
6,High School,low,96
5.6,High School,low,94
6.9,Master,high,100
7.4,Master,high,89
7.1,High School,low,99
10,Bachelor,high,100
8.5,Master,high,100
8,Master,high,87
4.5,High School,low,100
7.3,Master,high,100
6.6,High School,low,95
6.9,Bachelor,high,100
8.4,High School,low,77
6.6,Bachelor,high,76
4.8,Bachelor,high,69
5.8,Master,high,60
6.8,Master,high,100
7.6,High School,low,100
8.2,Bachelor,high,98
9.4,Master,high,96
6.7,High School,low,100
7.5,Master,high,100
6.9,Master,high,96
4.8,Bachelor,high,100
7.6,High School,low,100
7.4,Bachelor,high,100
6.6,Bachelor,high,95
7.1,Master,high,100
8,Bachelor,high,95
7.6,Master,high,72
8.8,Master,high,100
4.7,High School,low,90
6,Bachelor,high,71
5.6,Bachelor,high,92
8.3,Master,high,95
4,Master,high,67
5.6,High School,low,100
4.5,Bachelor,high,50
8.1,High School,low,83
5,High School,low,83
5.2,Bachelor,high,99
8.7,High School,low,99
5.6,High School,low,76
6.5,Bachelor,high,100
4.6,High School,low,100
4.4,Master,high,83
8.6,Master,high,97
9.5,Bachelor,high,82
4,Master,high,87
8.6,High School,low,93
6.4,Master,high,99
6.6,Bachelor,high,93
6.5,High School,low,84
6.3,Master,high,100
6.8,Bachelor,high,77
5.7,Bachelor,high,90
4,High School,low,80
7.5,Bachelor,high,93
7.2,Master,high,87
5.6,High School,low,100
6.6,High School,low,87
6.8,Master,high,96
10.4,Master,high,92
7.3,High School,low,92
5.7,High School,low,100
8.4,High School,low,94
6.2,Bachelor,high,86
9.6,Master,high,95
4,Master,high,92
7.6,Master,high,100
8.2,Bachelor,high,92
6.5,Bachelor,high,73
8.8,High School,low,100
9.1,High School,low,79
8.9,Bachelor,high,69
6.9,High School,low,70
4.9,Bachelor,high,100
7.2,Master,high,88
5.3,Master,high,97
9.8,Bachelor,high,98
7,High School,low,84
9.3,High School,low,100
11.1,Master,high,100
6.6,High School,low,87
7.3,High School,low,66
6.8,High School,low,93
6.6,Bachelor,high,77
6.4,Master,high,100
7.2,Master,high,89
8.4,High School,low,94
6.7,Master,high,83
6.1,Bachelor,high,87
5.6,High School,low,100
6,Master,high,100
10,High School,low,94
9,High School,low,95
7.2,Bachelor,high,100
8.7,High School,low,55
6.4,Master,high,81
6.5,Bachelor,high,76
6.4,Master,high,85
6.1,High School,low,71
8.7,Bachelor,high,93
7.9,Master,high,100
8.5,Bachelor,high,97
8.1,Master,high,88
7.5,High School,low,86
6.6,Master,high,100
8.4,Master,high,100
7.8,Bachelor,high,64
5.5,Bachelor,high,95
5.7,Bachelor,high,95
6.1,Master,high,81
5.9,Bachelor,high,75
7.2,High School,low,93
7.2,Bachelor,high,100
5.8,Bachelor,high,98
7.9,Master,high,96
9,Bachelor,high,100
9.9,Master,high,100
5.5,Master,high,100
7.3,High School,low,71
9.9,Bachelor,high,85
9.5,Master,high,90
9.3,High School,low,97
9.2,High School,low,85
6.7,High School,low,75
5,High School,low,74
8.2,Master,high,70
8.1,Bachelor,high,100
5.7,Bachelor,high,93
5.1,Bachelor,high,67
7.9,Master,high,100
5.6,Bachelor,high,97
7.8,Master,high,72
6.1,High School,low,100
6.9,Master,high,96
8.9,High School,low,87
7,High School,low,99
6.9,High School,low,94
6.4,High School,low,84
8.9,High School,low,100
6.9,High School,low,83
4.9,High School,low,99
9.3,Bachelor,high,98
8.1,Master,high,96
4.5,Bachelor,high,77
6.9,High School,low,73
6.5,High School,low,100
7,Master,high,81
7.4,High School,low,71
8.2,Master,high,74
6.7,High School,low,96
5.2,High School,low,76
9.6,High School,low,92
7.4,Master,high,99
8.1,High School,low,88
6.4,High School,low,63
5.8,Master,high,100
6.9,Bachelor,high,97
8.2,High School,low,97
9.4,Master,high,98
4,High School,low,100
8,Master,high,96
6.6,Bachelor,high,93
8.2,Bachelor,high,81
7,Master,high,100
8,High School,low,100
7.8,Bachelor,high,100
6.2,High School,low,72
8.2,Master,high,98
7.3,High School,low,82
5.7,Bachelor,high,84
5.5,High School,low,100
5.4,Master,high,97
7.6,High School,low,93
6.7,Bachelor,high,100
7.9,High School,low,80
7.1,Master,high,62
8.1,Bachelor,high,84
6,Master,high,100
6.4,High School,low,87
7.4,Bachelor,high,100
7.2,High School,low,95
6.1,Master,high,98
6.6,Master,high,100
7.4,Master,high,66
7.7,High School,low,91
6.8,Master,high,72
6.4,Bachelor,high,95
7,Master,high,73
5.5,High School,low,75
5.6,Bachelor,high,86
9.2,High School,low,98
7.2,High School,low,100
7.8,Master,high,66
6.5,Master,high,86
7.1,Master,high,100
7.5,Master,high,96
7.9,Master,high,100
6.4,Master,high,100
5.5,High School,low,88
4,Master,high,92
7.5,Bachelor,high,96
8.1,Bachelor,high,89
4.6,High School,low,77
5.9,Bachelor,high,72
7.3,Master,high,76
8.6,High School,low,96
6.4,Master,high,78
7.7,High School,low,81
6.2,Bachelor,high,96
7.2,Bachelor,high,71
6.5,High School,low,82
6.9,High School,low,92
6.8,Bachelor,high,61
5.1,High School,low,99
9.3,Bachelor,high,99
7.5,Bachelor,high,86
9,High School,low,97
6,Bachelor,high,100
6.2,Master,high,99
7.8,High School,low,100
5.7,Master,high,63
10.1,Bachelor,high,75
8.5,High School,low,98
8,High School,low,66
8.9,Master,high,92
8.8,High School,low,100
9.5,Bachelor,high,100
8.7,Master,high,100
5.7,High School,low,83
7.7,Master,high,100
8.2,High School,low,61
6.4,Bachelor,high,99
6.4,High School,low,100
9.4,Master,high,85
